fun,ulcer the musical its ulcerrific ulstacular stomach bleeding fun for the whole family apparently even two drinks is a no no
neutral,after show at our house rocked saying goodbye soon
neutral,my to do list is bananas before i leave for europe boooo
sadness,hes back oh noes have you missed me  work has been insane and the band has really taken off so i havent had a moment to myself
surprise,no our tvs busted  the screen turned white for about a nanosecond while it made a quick quotpoppingquot sound
worry,im a fat and sad puffyn now
worry,mcrmuffin i couldnt be there for her last night cause i fell asleep like a retard  agh
enthusiasm,enjoying and exploring my n phone grr its awesome but i wanted the samsung omnia
happiness,very lonely here in gosforth gallery  but excited for meal at six followed by antony and the johnsons tonight woohoo
neutral,the internetz is busy this friday morning google wave hulu desktop microsofts bing tweetie update and megan fox as wonder woman
worry,sore throat this is not good i have four performances this weekend
sadness,i never get any followfridays
sadness,xkaraxcupcakex  im sorry this is all so sad
worry,oh hell i forgot the nonalcoholic cider for mondays dinner mpp is teetotaler now must drive to waupoos have  cases of wine in car
happiness,on my way to the burial
sadness,lauramckay sadly no sitting inside as mobile signal wont work in the garden   ill be opening the wine at bang on pm though
hate,suffering benadryl hangover this morning and a killer headache ugh
worry,garden going well almost all the corn and peas are up no onions or beets up yet though
neutral,good morning twitts another gloomy day in nyc
worry,bdule the installer is crashing towards the end of the installation
neutral,is off to meet my folks after a whilegonna b a working weekend too
worry,jenisus aww  i have to go to class on that day so imma do some weird half day thing just cause i wanna see what its about
hate,gprado awww i hate that one
happiness,pixls hahahahhahaha it was true and i could really stretch out and stuff shame rems dog got mad when i tried to put him in avis face
enthusiasm,garrulousgal of course cough i mean no  hours extra testing and debugging time
sadness,xjadedx not helping
surprise,devjavanet  the slowest website
surprise,iamepiclyamazin bahah butnick
worry,my back is killing me  it wont keep me from dropping it lowhope i got someone to pick it back up tho lol
surprise,andremitchell ive never been to the opera beforedont think that was me
worry,attending matthews senior day for recognition and im so not ready for this
hate,kinanlw i live in the philippines gtlt and honestly i wanna live somewhere with snow
surprise,has a headache already  boo
sadness,stuck in office till  its so warm outside
sadness,dwhelan ive wondered about rake to  the client has made it clear net only dont force devs to learn a new lang  agile ccnet
worry,my ancient ipod is nearing death
hate,sorry paul scheuring but prison break series finale sucked in so many levels
happiness,yay  its firday have a good one everyone on my way to work    lots of work pending
worry,searching for dr scholls sandal inserts for men it seems they only make them for women
neutral,now  teardrops
neutral,come on bell ring i want to go outside
worry,craigeryowens i work at a movie theatre in toledo and id let you come see it for free but its not in d
empty,is so bored
worry,i only have 
love,i hope you come over todayits almost   ill be leaving at  if you dont show upi love you amp good morning
worry,fuzzydave at yvr fog delay is in sfo so we cant leave yet
worry,fosforo  shame on me
relief,ostdoc  sorrybut i bet they arent that bad
sadness,oops spent too much already lol  quid gone
neutral,mdurwin yes  noticed that after the retweet
enthusiasm,had to take my baby to the vet again today
neutral,changhee i have cigs but no lighter
sadness,ive been sick for the past few days  and thus my hair looks wierd  if i didnt have a hat on it would look httptinyurlcommnfkw
relief,gotta go bye twitterland  good night ill try sleep so that i will recover easily still sick  bye
sadness,recession hit veronique branquinho she has to quit her company such a shame
worry,emz so sad emma  u sad to be leaving the show xx
hate,ugh damn my usual babysitters graduation is on wednesday and i just got a meeting request from my boss during her graduation
worry,forgot to set the alarm for a am ride  hope i can get in a few easy miles after work  tomorrow racin the gap
sadness,apostropheme im a real boy goddamit guh apostro i feel sad the library lady thinks im stupid shes stupid  j
worry,lkenner i ask myself that all the time
boredom,memow what did you think of the finale  i thought it was kind of a cheap way out
fun,djstweet i know it was just a joke all in good fun  some people get my humor amp some dont
neutral,soyko i have spammedtrolled howardforumscom as well i have to keep bumping my thread
sadness,wheres  poss   i miss him
sadness,im at my saddest right now i lost my mobile phone earphones waz feels a little incomplete and i feel the same
worry,mlbliss   let us know what happens poor little guy
sadness,if i wasnt workin in  hours id be gettin ratarsed to the point where i couldnt even see let alone stand upthat is how shit i feel
neutral,erikvanbrakel company policy has been for the last two places ive worked at
neutral,last day of cgi 
happiness,iamchrisc im soo jealous right now
neutral,hellocuppycake yeah guess we gotta wait til sometime in june
worry,natezim well we arent normal then because  we cant drive in mexico you have to be  and  there are no dairy queens here
worry,waiting waiting waiting very difficult for an impatient lass like me
worry,feeling down again today is way too stressful
surprise,i have sore throat thats suck
hate,school is so pointlesss seriously though  days of school left and all we do is watch movies and make powerpoints let me leaveeee
surprise,will be attending cics parents orientation tomorrowneed to wake up early
neutral,goin to my aunts for the weekend wont have my laptop blahh
hate,quotim giving up on you i dont care how you mess up your life nowquot 
sadness,streetztalk physics  the most boring class ever
sadness,katcal im relying on my mobile which lacks reception trying to help but just looking silly
neutral,y cant we all just get along
love,myoungpsu  i must have just missed you i was down there until  or so not sure if ill make it down again
surprise,im making a logo on photoshop amp it didnt work out  hehe try again lah
sadness,lewace that sucks man
sadness,grew fat today  gss was so hxc i saw a full house chanel jc pedder red and ferragamo how great is the economic downturn
neutral,no want work
fun,httptwitpiccomltb  finito hunk ah hunk of burning love i do believe my camera phone is stuffed stupid blurryness
neutral,dont go im sorry for disappointing you
worry,thoughts out to vicki mom who just hit a deer in her stage  roush
love,trixiestilletto oh sweetie im so sorry  thats the last thing you needed right now hugs
neutral,wants the tickets for the concert
sadness,no more mrs reilly
happiness,just woke up annnnd have just realised i missed un uber sunny dayscore
worry,is stranded at home home in sg long
neutral,i want some starbucks
sadness,wah my fav whattaburger location is closing on the st damn good thing im moving  damn  monfri wont be the same
worry,i saw the best s back combed poofy bangs this morning on a yo  in high by the time i turned around she was gone no picture
surprise,its raining again
surprise,miffed to discover that i only own de la souls quotstakes is highquot on cassette and itunesamazon dont sell a digital copy
worry,i should probally bring a box of kleenex to schoool today im going to cry so much
empty,is working boo
fun,notarichgirl everyone else get all the good stuff
worry,bf moves to the city tomorrow currently he lives down the st  sadness  he will be far away  not too far but not down the street 
sadness,gotta go now  im going to circus  the real circus not britneys tour  sadly 
worry,latinqueen they ended up staying late  but how was ur night lol
neutral,logging off twitter app to preserve battery life
hate,cskly kev fuck off im stuck in westgate working
neutral,katstopfeeling i widddd but ill be on a bus to london    amp also
worry,wating for the next metal gear
neutral,off to revise again now
worry,i cut my thumb on a broken coffee pot
relief,tpgraham the ac tix are actually  but the show is sold out  id have to get tix through stubhub and pay up to 
worry,oh ew thats too bad  after not using this certain lip gloss for a long time i just tried to wear it  literally making my lips burn
worry,m working on a logo on photoshop amp it didnt work out  hehe try again lah
happiness,cholle luckyyou get to do capoeira
love,anikoheartsjon i am a little bit sick  voice nose and head my brother has shared his microbes with me sigh see you later 
relief,finally finished that topic quick revision break then on to how far did heath change the conservative party
sadness,need some pizzacant get out of office
sadness,mycaricature my pleasure and sorry to hear about the pollen thing
hate,my generation is too fucking apathetic to party down in the desert  knows how to have fun and my age group is generation myspace
worry,dont want to go to work tonight
sadness,claireyjonesy lmao i want him to reply  booooo you tommcfly reply to one of us lmfaoooo
neutral,ahh  i just woke up  forgot to reset my alarm clock
hate,i never get invited to go anywhere
love,famousnae i know  i would of gone to red river but i forgot bout it and was tired from work we need a donut hole eating date soon
sadness,tiffanyinva im not getting your updates to my phone  im trying to figure it out but it makes me sad
worry,yeha i broke their page damit im trying to fix it how hope you dont bank with communityfirstandtrust
neutral,katiekayx come back for another year  pllleeeaaasse
worry,just when i thought things couldnt get any worse it just did and it will get even worse tonight i bet  my life is a misery
worry,lstcinthabldg im good im on my laptop using and external internet plug i need to send it away to be fixed
sadness,is home from marco island and missing it and my girls alreadyback to work
neutral,just got back home with my disappointing report card
empty,fighting with nagios configuration  great tool but the config is a bit of a labour
hate,sighs well i accidentally clicked back space on my mouse
worry,mycynts kittens are cute then they grow up n become cats
worry,told verizon not to send anyone before  he showed up at  gotta deal with this bullshit now dunno how long ill be offline
sadness,i only hav  followers                 
sadness,ohmy foots hurting now about  minutes after i took it out though
sadness,not feelin so hot
surprise,jaspercullen i would think youd want to follow me
worry,oh no adult school again
sadness,my anticipated meet up with tapan parikh is no more  apparently he wont pass by nairobi and will head straight from mombasa
worry,jonathanrknight sorry to hear ur flight got cancelled  that blows
neutral,heyyy whered my tweet go  shouts to fuseboxradio bc her lists are always amazing
worry,im currently feeling the wrath of too much alcohol consumption
worry,kasperapd i tried registering on the website no go i get an error with all  browsers firefox chrome ie safari
empty,queenqh d indeed
sadness,davidtreynolds but but but i want steak
worry,cant understand why im not getting any response
happiness,raining  i missed the rain so much  i am grateful for it 
worry,bleedingsweat i saw this link but i get an error on the cnn site when i open this page and cannot read the article
relief,i guess i am too freaky for followers
worry,im not feeling twitter at the moment
worry,dreski nah i dont finish til next yearrrr   are u stayin in the bad news after graduation
neutral,working today  cant find my key so i had to borrow mirandas
neutral,im back but not for long
sadness,parents decided to drop in on their tourdeus the whole family is at my house i am at work
happiness,had fun tonight  make up pillow fights and skins wish i could have stayed over
surprise,going to work  could use some happy pills
neutral,eligong me too
sadness,rainbowcentre no  sadly its not  bit disappointed will try again later see if i change my mind
fun,shtoofi well just remember that tmrw is another day and hopefully wont be as craptastic sorry girrrrl
worry,allyeatscat ya she prob does but i dont want to no about it
neutral,beardoctor i really should put up a pic i guess
worry,chem final right now awwh mrs oli imma miss you
sadness,i cant hear anything outta my left ear
worry,caius the gloss screen on my macbook would probably rule me out
sadness,at work  oh no its the first day of monthly visitor ahhhhhh
sadness,anotha day of work  not lookin forward i hate closin fri
neutral,bandwith limit exceed on filaty
worry,peterduerden jealousmuchi want to be outttt  not stuck in revising you better have green dragon in my honour lol
enthusiasm,dubai still trying to settle down
happiness,omega is tomorrow havent really planned anything for it make sure to come if you can itll be awesome then movein june st
hate,i hate packing
fun,ready for a very busy fun day tomorrow gotta keep myself busy when my lover is gone
worry,teejay heyyyyyyyy no love for me no more 
surprise,what
enthusiasm,i really want a camera
sadness,mgiraudofficial  id give anything to be there too bad im in tennessee
worry,i seriously neeed to study
sadness,this hot day is making me tired
hate,seems like everyone i know is asking for computer help   kill me now
worry,funeral at   today is going to be bad
neutral,is at work
neutral,tikcets are only eachbut i so want to go
neutral,rodcub they know no bounds
surprise,does not know hot twitter works
love,ddlovato hey im a fan form puerto rico  canwait for your next cd  xoxoxoxo come back on tour here please  
enthusiasm,going to the chiro to see what is wrong with my bum ankle
hate,when r these damn exams ever gone b over and done with  i wanna b out in the sun
neutral,jasonmhines rude
relief,omfglmaolassetti was right those bangs did look bad  lmao
sadness,adinterim still jealous
sadness,kevholditch its not good   of our directors said we could go home and the other said back to work  boo it was good while it lasted
relief,pas si terrific que a ce twitterrific
sadness,my stomach hurts so bad
sadness,i dont wanna get out of bed i wanna go back to sleep i have to open the store at work though
sadness,therealredbone stop that babe u makin me feel very bad now 
worry,on my way to school of my last friday of high school ever  and i dont even get to see holly gabbie and hannah
love,jenrajpura hahaha im going to be so disappointed that i miss this   but if you go have fun
worry,its tough being a thick chik
worry,i suppose i best get ready for work  grrr
sadness,sick kid trumps advance planning  bummer
enthusiasm,hilareeee butbutim not
hate,unemployment office sucks
worry,so disappointed about the talent lineup for quotreventn super estrella quothmmhave the feeling i wont get tix this time around
sadness,sweena  so i cant charge you by the hour then
empty,is hungry with a sub
worry,moriagerard wont really get a break till custody issue is settled and ive moved another month or so at least
worry,sarfabarfa my friend cliff has the tix so i have to wait on him   or you can ask trent to just let me in  you  know over all else gtgt
neutral,its hella itchy  httptwitpiccommf
love,weekend along with the summer is here so why do i feel sad
worry,cccaaasss whats wrong
worry,my hair looks really bad  first thing im doing is washing it when i get home
sadness,pharriell nothing  lets stay quiet together ps did you cry
sadness,so effing tired  httpbitlyezfz
worry,its sad that the rats are becoming aggressive against the guinea pigs i have to seperate them
neutral,vinylfreak re hulu desktop in windows  media center  httpbitlydecbut not on extenders unfortunately
neutral,if i were a transformer id step on people just to hear them squoosh but im not so i guess ill just have a cup of coffee instead
love,rennasuicide alrightyou missed one crazy party last night
worry,my knee fucking hurts man  haylee doesnt even care get me more milkshakeshakeshakeshake it
sadness,only four hours and fifteen minutes until three day packing spree ugh work
empty,glorious day in glasgow for a change and im working  too much to do to even contemplate knocking off early
sadness,benjamincook you make me sad why do i like in canada i can never watch these things i should move know anyone who needs a roommate
worry,got  for exam  percentage doesnt look good
hate,can i get some gd news for gods sake
hate,i am doing geography revision on earthquakes  how boring
worry,ive made a terrible mistake   i need an auto save function for everything i do 
worry,still unbelievably shocked about the firing of the best radio personality martin streek
sadness,sufigirl well thats no way to start the day off 
hate,what a burden abit of a fail lunch with dan
sadness,jus back after watching night at a museum would rate it  on 
worry,no please
love,really fucking loved him
worry,at work i dont like today its nasty outside  cant wait to get home today and clean my house
worry,hotelqueen hmmyour blog wont let me post a comment
worry,blexxed shit i got a shit of hw to do nite
hate,right fuck the whole twitter silence experiment the last four days have been murder with the inability to mouth off
love,almcheese alms ur tweets r all delicious haha since its about foodddd anyway gatau nih aku mau pindah dr binus
neutral,andysims do you know of any inside scoop on a station thats anything what kwod was theres nothing for us now
neutral,in communications class
sadness,didnt bring connector for camera on tripsaving new photos will have to wait another week
worry,hair grow back
fun,travel trade stalwart david steele of city cruises marks his retirement with a thames cruise party tonight  press day means i miss out
neutral,just been playin out i am all itchy now  it was fun
neutral,arriving at itexa lots of mails to read and some work to do  thanks god weekend is just here
worry,stinegirl thats a bad start to the day
worry,seansmithsucks i would be looking forward to seeing you tonight if i was going
worry,freaking out a bitcrossing my fingers that things will work out ok
sadness,its so sad
neutral,taylame excuse me theres me  jkidding lolso how long b yr fun night out starts lol
worry,i miss my boys
worry,latinangel that is so sad wish i can do something big for the kids may god bless the kids always
neutral,shablack i give it  snaps down  hows work going
worry,tommcfly im depressed  i want to know you and kiss you all
worry,trayzz  i think im gonna fail aswel
worry,chezmax butbutbut it has a qwerty keyboard how can something with a qwerty keyboard go without a nethack port
sadness,mixxxonn we watched the today show we didnt see you though
happiness,zenithus at least you have a next year  into the big wide world for me
neutral,shuuut up  stupid
surprise,operationkiwi ooosounds great hope the weather does stay nice  re hot water bottle was just thinking how bad it would be to leak
sadness,have spent half of the day troubleshooting something that wasnt even within my control clusters doesnt always mean high availability
worry,theboycharlie ooooo sooooo wanna swap my day is well boring revising for looming uni exams
worry,i really really want a golden retriever too bad i wont be living in a home where she could run around for about  years
worry,i think im broke again  
fun,job hunting yay
sadness,i have a headache and i have nobody to keep me company   wantstobeakiddagainlt
neutral,mrbillybones twitpic wont show me the picture
sadness,i think i may cry i just sold my  civic its no longer mine
sadness,i hate when you cant sleep
sadness,aianna nandiaramos sadly not no theyre his colleagues and its a work party
worry,i miss my water cuz my well went dry
worry,grayguitar andrewconnell im starting to feel depressed with this hurricane talk im on the front lines down here
worry,have to walk to school and i have two welts on my thighs
neutral,i wish i could go to bea this weekend
worry,head is pounding  well not really pounding more like tapping i suppose  homework time
worry,its beautiful outside the sun is shining the birds are singing and i im studying  wish it were already vacation
sadness,jonathanrknight i wish i was thereive just moved from san diego to wa and im very depressed i miss sunny san diegoooooooo
worry,met the shortest line ever at fcb tunapuna then the tellers disappeared
worry,dang i just realized how bad my eyes have gotten
worry,urgh theres a power cut
worry,runaholickassy i spent the whole day shopping with aiza  i dont really like shopping  still i had fun but my feet didnt
neutral,snakecharmers its becoming a very tough race linda is indeed very talented but someone has to go every week  we cut two this week
worry,ejhildreth i keep trying to invite shannonmorgan out but i think shes afraid of me
worry,sitting in the parking lotby myself  i miss you baby couple min til i gotta deal with a bitch then im peacin out and hitting the gym
sadness,just got off work working night shift at the hospital  hrs a day is starting to get to me
surprise,why did lastfm wanted money from me to listen to my radios
neutral,i want a dog
worry,nightmares last night so bad i slept curled tightly in a ball sore all over took three aspirin still hurts
sadness,is really wishing you would just let me go and let me fight this on my ownim tired of feeling like shit because of you
worry,the liesgirlstell and liesboystell threads show how women and men alike are screwed up and struggle to have real honest relationships
neutral,marianawerneck o que houve
worry,jsmsoftware ironpython  windows mobile is a nogo compact framework doesnt support reflectionemit
sadness,didnt do my devos  hopefully my day doesnt suck because of it
neutral,jonathanrknight   delayscancellations really bite have had my fair share and can sympathize hang tough
sadness,havnt gotten any in months  my ex seems into dating but there isnt that spark anymore  still in love with loser who left me
worry,flylady oh deary me  mins not enough to rescue kitchen  i shall come back to it later so i can mow the lawn while still cool outside
happiness,flippy deh i wish the deal was up when i bought my macbook in december  but at least i got  bucks off 
neutral,gen casey us ready to fight war against north korea httptinyurlcomnehqpb  uhoh the war pigs are getting excited again
love,watchin a moovieand im sited about going  ma friend saras tomorrow at  am she was injured   i luv yall i will keep u updated
sadness,pistol is the bee to busy to talk to his buddy on yahoo
worry,laydown man i dont know they been there a few months and he actually almost cries when he is speakin back to her sad
happiness,back home  had a great time
hate,the sun is shininglt the sky is facking bluelt teletubbies i have to fucking work
neutral,iskrin i havent got any cupcakes yet  i was hoping if i said it enough some would appear
neutral,lukeholland  i am middetox i wont eat any
neutral,back to br
sadness,has work to go to
neutral,anaruba i need carseats
happiness,havin a much better day today finished the last twilight book yesterday classes start next week      get at me yall
neutral,more homework
sadness,getting into the swing of things i miss someone
hate,jimmers u so dirrrrrty why oh why did i pick the hawks  i figured i needed a longshot and they were a better bet than car
sadness,ughh none of my apps are working   phone why do you hate me 
worry,foxy yeah plus i always totally overspend
love,contemplating borrowing one of my moms dogs just for todayi want to take care of someone
worry,it doesnt feel like a friday
sadness,work
worry,on my way to work wish i had more days off
happiness,hopped up out the bed put my swwwaaaaggg oooonnnn then got back in the bed its raining
worry,thinks that my friends lifes go around with what they boyfriends do and then they have not time for us girls
sadness,kay sigh me miss them days 
worry,startswimming ill be in heerlen on sunday but you wont be there right
sadness,new issue of olivemagazine in the officedesperately want to flick through but have so much to do itll have to wait
happiness,i got a freakin macbook hoorayyy but i freakin deleted phootbooth
neutral,strike one    three and im out
worry,back to tokyo tomorrow expecting some rain and no sunshine
worry,kngibbard noooo im so sorry
sadness,jonathanrknight actually i wish i was back in tahoe  i miss it there
sadness,mcdonalds mccafe tastes like chewin on a cigarette butt  i miss my sonic card
sadness,marvelvscapcom doesnt work already
sadness,epiphanygirl i am so upset i didnt get tickets  of my all time fav artists at one venue
worry, ryanseacrest  hi there might be a problem as it says no stream online wats not right
neutral,thinkin twitter is really quite borin
hate,super late for work and got an earful from the psychopath grrrr day please get better
hate,jojeda im a minute in and i want to strangle the used car salesman doing the presentation is he related to the shamwow guy
neutral,it looks like it might rain
neutral,stephenfry  i didnt get it although as its a religious thing i think ill let that one slip by
worry,i miss them
boredom,in math class waiting for lunchhhhhhhh seniors are done in fifteen minutes
sadness,is upset i left my phone at home again
neutral,well one is a muscle relaxant and the other is an narcotic if your still not getting help i dunno what to say  moist heat
fun,janiro dammmi thought i was on to something  lollllll
worry,potterentourage im glad you threw the tantrum  i was going to but i dont know her well enough yet   was she apologetic darn her
hate,rt  lili ughhhh got fuckin pulled over for talkin on my cell in a school zone  fuck highland park police rude mofo
worry,izeainc so sadfound otu about your boot camp too late   oh well may be in la that day anyway
neutral,pissed i  fell asleep before i pushed record and missed chrispalko
sadness,asiarain  the expensive of their workers welfare  other than that they are the shit 
worry,policani the northern clemency  but i dont recommend it  too much description and not enough action too slow
love,lifewithmikey this is the end of the semester so i am really busy have got no time for twitting  what a pity cause i love it
relief,off for a loooong weekend of inlawing   
worry,jaynenorthover oh and yes y metros but i dont think i will be drinking i think i mite have work the nextday
worry,quotno offense but your hair is bad todayquot life isnt worth living anymore   nothing hurts quite like hair insults cries into pillow
worry,exton wont anyone give poor ernie reyes jr a break
surprise,dhewlett well thats disappointing to hear
sadness,checking out ciege cagalawans ss collection and i am regretting that i did not see his collection tonight  i got invites
worry,needs my mommy  httpplurkcompxr
hate,im sure the  ppl who came in after me will be seen by a dentist before i will
neutral,armywife i second this 
sadness,i didnt get the job at stuff magazine  dammit that would have been amazing oh well
fun,simonschuster celebrity sighting spongebobs here bea   lol now im even more distraught i missed it
neutral,is wondering what actually to do when i have a week to do fuk all bar pack most peeps r leavin too
surprise,dsfq definitely grass cutting   cole has committed himself to stacking wood for our neighbor as well past  days set is back too far
worry,ginapina  not goodhe wouldnt like his girl flirting with his colleagueswould he
worry,is upset i left my phone at home again
empty,is bored at home
worry,dimples was in the preview are they not on today  it hasnt aired here yet via httptwibescpf
hate,dmolsen gain an instant follower just use the tits tag in a tweet wtf lesson learned summer of todd to get a new official tag
sadness,dinob ask mark if he still has that old blink sense of humor i miss it
worry,pirate voiceaaarrrggghhh i got my damn wallet at work shermk dammit so close yet so far now im starving
sadness,going out on thursdays is a terrible idea i knew there was a reason i havent done it all quarter pops advil
worry,aka hope you mom is okay
worry,seanhughes it is  tequila never ends up being a good decision
surprise,simoncollister i moved in with the other half so no balcony anymore  have got a great miniherb garden on window sill though you
neutral,fluballow can i have itl
sadness,is exhausted
neutral,morning all  and since i only have a few more days to move i wont be able to stay long
worry,xxscarletbxx i think that may look a little silly  also my camera is broken so no photo
love,supernatural httptwitpiccoml  i liked old ruby best
anger,confuzzled
surprise,alexalgebra unfortunately thats how it usually goes  in answer to yesterdayim okay things may be looking up miss talking to you
worry,hillaryohara because i couldnt get the money to mikey in time  trust me it makes me sad too
surprise,really cant be bothered going to work tonigh its too nice to be stuck inside
fun,idlemichael i will watch that at some point have it on hd but stace also wants to see it in hd so waiting
neutral,at work  closing files
neutral,moniqhar heeeeey you abandoned me here on twitter momma dots
worry,doesntfeelwell
worry,sitting at my kids school listening to moms discuss their daughters becoming women i feel unsafe
surprise,sallyinnorfolk i have to spend lots of  our money on a new boilergreat not so lucky hey
worry,sweat is just not cute  unfortunately i havent figured out how to work out without sweating boo
worry,im starting to rethink my quoti cant stand cold placesquot stancethis heat humidity is unbearable amp i cant stand the ac no more  meltingaway
neutral,i am up  dont want to be though  wish i had slept in more heather woke me up ive got to work later but first i will read some twilight
worry,back to work
sadness,retrorewind i have to wok a nite shift tonite so will miss it  please dm me i promise i wont tell anyone else  
worry,zwaloo ive tried that already
sadness,althearicardo  hrs to go pa ako
neutral,something is totally eating up my broc cab and beans   insecticidal soap just isnt getting rid of the pests but i dont want chemicals
hate,stuck in an office red hot
sadness,field day is sad no ribbons for me
worry,being upset
worry,portlanduk  hope you dont get let down again
happiness,esmeacullen awwwwwww you totally rocki felt all  and now im the happiest girl eva
neutral,my baby is going to her first sleepover tonight   im gonna need a lot of wine to get me through today
worry,lindseygbaker yeah ill be on verizon so those are my two options right now
worry,found out i have to go to the us again in august getting tired of transatlantic flights not good for my carbon footprint either
sadness,jasondjkim i knowwww i cant deal this  life is not for me
sadness,kjnyc its depressing
worry,gonna go get my teeth taken out
neutral,fluballow mean
relief,waiting for pm to go for a drink with ones out of work because belinda leaving today  at least the sun is shining for her
worry,wolverine didnt get them
worry,i am tres depressed
surprise,asheleybg thats actually not too far from the truth
sadness,have amp malware on my work pc  i miss having an it dept
surprise,miaomal im not partying tonight
worry, so i can only recover  photos
worry,i cant find hrhbrianthecat  hope he didnt get eaten by anything last nighthe jumped off the deck   he just wont stay in safe sigh
surprise,bex holy crap i need to see that too bad i gotta wait until tomorrow
neutral,work work work my desk is a sea of papers and i am the dinghy being tossed about in its waves
neutral,els how was the game unfortunately teh cavs lost  im sure you had fun though
sadness,at work what a miserable day
sadness,i feel like such a failure this morning
worry,yay for having a giant headache  stupid glasses
worry,waking now so lazy and very worry 
worry,whats with the mass exodus from work at half three  it makes me sad
worry,enjoyed last night at what i call quotreal world social networkingquot   lok event in vancouver  it was great  but headeache today
worry,boykillboy oh sorry not getting all my replies  nothing against you and yes i do know nirvana
worry,rogiertje just checked my account i also paid twice
neutral,will sleep in a while still mourning the adobo he cooked  httpplurkcompxgf
hate,really  degrees as the high and im on my way to work  hagg lake tomorrow is going to be especially bomb sauce
worry,i think  of the irish population of manchester have come to my house today yet none of them are the  person i want to see
sadness,finally finished exams amp home not watch otalia amp the pbp on bpd  no otalia today  hmm via httptwibescop
worry,my street fighter iv skills are lacking cant beat seth on easy
worry,is at home with a pukey boy poor little baby
happiness,i did that once
happiness,on the list of park closures  calaveras big trees sp where im headed this weekend so glad to be visiting before its too late
worry,jakeshears poor pooch
sadness,i think i need some new friends
worry,poor ds is in bed with  fever  he wont be able to walk in relay for life tonight  feel so bad for him hes so sad
sadness,finishiing up the training exercise in new mexico  not looking forward to the  hour bus ride home this weekend
worry,jerseybites i get bit by ticks all the time  i eat a ton of garlic in the summer to keep them and mosquitoes away boo gto
worry,ive burnt my collerbone and arms and face aww
love,anijade she was wonderful did not get to meet her though
worry,jonathanrknight poor jon i feel for you dude   eat some chocolate thatll make you feel better oh amp some ice cream  yum
neutral,wants to be sunbathin
hate,httptwitpiccommw  my poor car
sadness,capplegate still sad about samantha who
neutral,mrshoskins ooh ive got that dvd never got around to watching it   is it any good
happiness,sold bikes faster than expected and we are running out of sizes    luckily the single speeds are on the ocean now eta   eo june
neutral,cherrycoke yeah but theres nothing really to say about it breakfast pizza
sadness,a bird flew into window at my parents house and snapped his poor neck gotta bury him
neutral,today is a busy day exhausting
surprise,gutted  the handbag i wanted has been sold
relief,we need to remodel the house and the thoughts of doing it make me kind of ill   he has one way and i have anouther i just want to move 
neutral,abrecordings alas no  this is all occuring in an office in central london
surprise,jj woman i didnt know you came home  you so suck when are you going back
worry,danielrhodes i worked on the precursor to bing at msft they canned our project
neutral,tati i sent you an emal doll did you get it    littletati
sadness,looking out window is depressing it is so beautiful out and i am in here
neutral,andrewgreer  i did that once
worry,worst most depressing day ever  rip
neutral,firstladydaboss wats wrong boo
worry,antiheroine that sucks
sadness,ialejandro aww i thought you forgot me last night i was  i hardly have my twitter on my phone so just text me in the evenings ok
worry,crazydaisyfire well thats even worse cuz when it gets hurt everyone is in pain but poor stephen has a smushed twitter now
enthusiasm,need to buy a bluetooth device for machine
worry,trying to learn how to speak french   cant even remember a single word
enthusiasm,the jbs love to keep secrets  oooooh
happiness,just took daughter to school still tired and still no voice i know some people are happy lol time to get ready for work
neutral,ugh going to town i can never rest  wants to go to tylers but who knows when i will get back exausted
happiness,ive got a bit of neckache after going hard not going home at alternative night i mean i have to its nearly all over
neutral,its a windy and rainy day
neutral,the puppy shall loose his um manly parts today  poor guy
neutral,poppyscorner he steals my stuff buries them under fence embarassing when its the man returning them not much i can do about frogs
happiness,greeeeeeeeeeeat  this summer i have four classesif you know meu know why
love,jennyrae wow i really hope it gets better asthma sucks
fun,vickybonnett lmao a good push up bra always makes the abs look smaller in order to have robbikinesque abs  days a week working out
worry,today friday i really hope you will read my messages here and reply to me soon i could not reach you by phone before you go to work
surprise,woke up to the sound of my neighbor getting a new roof
neutral,elizabethn i may be in the us for it in which case ill attend but if its off my own back i cant afford to go
love,im going to blow ticketmaster up i had th row tickets for taylorswift and ticketmaster messed up just like my life  im sad
hate,chellemariee i have my  class  fuckin school what time you work wed if jade comes ima have to get her in antioch at amtrak
worry,afrolicious chile i gotta study   but i do hope to catch an art show or sumshini need to get out
worry,soundbwoyfast gloomy as ever i wanted to hit the beach too  might as well get like you and handle my errands too lol
worry,fml i cant loose another friend
sadness,sry but other day tweets were mia  twitter network glitch but story was re funeral mixup as in wrong remains delivered to ea
hate,iskrin rubbish
neutral,addisontodd um hi good morning rough night
sadness,might have to go back much earlier than expected bye bye bay area
sadness,covering for grnturtle its slow today amp lonely
sadness,macmuso not in hobart sorry
sadness,jerryaz most definately they are having a hard time cuz im so young amp never saw this but i wrkd hard making cars amp now im disabled
worry,autotunethenews i think theres something wrong with the video it only loads the first ish seconds
love,laurenconrad    the hills is gunna be so different gl with your designing etc
empty,has had to reboot her laptop to factory settings losing everything in the process
worry,illmindproducer careful the cops dont mistake you and your kids for criminals  i hear there is some indiscrimate shooting going on
worry,ashmarie they tried to take me  jail sissy  apparently i have a warrant in agg town yeah shocked the hell outta me lmao yeah right
worry,happy friday i just realized i left my cell phone at home today though
happiness,tiffaniallen im happy you got your hair did and i cant wait til i get back to see it were leaving today
